@line:51    Cycle @2.00: [Fetcher_Impl]	IF: PC=0x0
@line:14992 Cycle @115.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @115.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @115.00: [WB]	WB: x10 <= 0x15f
@line:51    Cycle @115.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @115.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @115.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @116.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @116.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @116.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @116.00: [Executor]	EX: Result=0x65
@line:48    Cycle @116.00: [WB]	WB: x15 <= 0x1b
@line:51    Cycle @116.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @116.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @116.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @117.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @117.00: [Executor]	EX: Bypass rs1 from RegFile=0x15f
@line:248   Cycle @117.00: [Executor]	EX: Bypass rs2 from WB=0x1b
@line:14711 Cycle @117.00: [Executor]	EX: Result=0x17a
@line:51    Cycle @117.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @117.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @117.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @118.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @118.00: [Executor]	EX: Bypass rs1 from RegFile=0x1b
@line:206   Cycle @118.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @118.00: [Executor]	EX: Result=0x1c
@line:48    Cycle @118.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @118.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @118.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @118.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @119.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @119.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x1c
@line:248   Cycle @119.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @119.00: [Executor]	EX: Result=0xffffffb7
@line:14939 Cycle @119.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @119.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @119.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @119.00: [WB]	WB: x10 <= 0x17a
@line:51    Cycle @119.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @119.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @119.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @120.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @120.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @120.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @120.00: [Executor]	EX: Result=0x65
@line:48    Cycle @120.00: [WB]	WB: x15 <= 0x1c
@line:51    Cycle @120.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @120.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @120.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @121.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @121.00: [Executor]	EX: Bypass rs1 from RegFile=0x17a
@line:248   Cycle @121.00: [Executor]	EX: Bypass rs2 from WB=0x1c
@line:14711 Cycle @121.00: [Executor]	EX: Result=0x196
@line:51    Cycle @121.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @121.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @121.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @122.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @122.00: [Executor]	EX: Bypass rs1 from RegFile=0x1c
@line:206   Cycle @122.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @122.00: [Executor]	EX: Result=0x1d
@line:48    Cycle @122.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @122.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @122.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @122.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @123.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @123.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x1d
@line:248   Cycle @123.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @123.00: [Executor]	EX: Result=0xffffffb8
@line:14939 Cycle @123.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @123.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @123.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @123.00: [WB]	WB: x10 <= 0x196
@line:51    Cycle @123.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @123.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @123.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @124.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @124.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @124.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @124.00: [Executor]	EX: Result=0x65
@line:48    Cycle @124.00: [WB]	WB: x15 <= 0x1d
@line:51    Cycle @124.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @124.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @124.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @125.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @125.00: [Executor]	EX: Bypass rs1 from RegFile=0x196
@line:248   Cycle @125.00: [Executor]	EX: Bypass rs2 from WB=0x1d
@line:14711 Cycle @125.00: [Executor]	EX: Result=0x1b3
@line:51    Cycle @125.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @125.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @125.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @126.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @126.00: [Executor]	EX: Bypass rs1 from RegFile=0x1d
@line:206   Cycle @126.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @126.00: [Executor]	EX: Result=0x1e
@line:48    Cycle @126.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @126.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @126.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @126.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @127.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @127.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x1e
@line:248   Cycle @127.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @127.00: [Executor]	EX: Result=0xffffffb9
@line:14939 Cycle @127.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @127.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @127.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @127.00: [WB]	WB: x10 <= 0x1b3
@line:51    Cycle @127.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @127.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @127.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @128.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @128.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @128.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @128.00: [Executor]	EX: Result=0x65
@line:48    Cycle @128.00: [WB]	WB: x15 <= 0x1e
@line:51    Cycle @128.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @128.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @128.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @129.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @129.00: [Executor]	EX: Bypass rs1 from RegFile=0x1b3
@line:248   Cycle @129.00: [Executor]	EX: Bypass rs2 from WB=0x1e
@line:14711 Cycle @129.00: [Executor]	EX: Result=0x1d1
@line:51    Cycle @129.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @129.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @129.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @130.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @130.00: [Executor]	EX: Bypass rs1 from RegFile=0x1e
@line:206   Cycle @130.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @130.00: [Executor]	EX: Result=0x1f
@line:48    Cycle @130.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @130.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @130.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @130.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @131.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @131.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x1f
@line:248   Cycle @131.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @131.00: [Executor]	EX: Result=0xffffffba
@line:14939 Cycle @131.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @131.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @131.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @131.00: [WB]	WB: x10 <= 0x1d1
@line:51    Cycle @131.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @131.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @131.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @132.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @132.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @132.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @132.00: [Executor]	EX: Result=0x65
@line:48    Cycle @132.00: [WB]	WB: x15 <= 0x1f
@line:51    Cycle @132.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @132.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @132.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @133.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @133.00: [Executor]	EX: Bypass rs1 from RegFile=0x1d1
@line:248   Cycle @133.00: [Executor]	EX: Bypass rs2 from WB=0x1f
@line:14711 Cycle @133.00: [Executor]	EX: Result=0x1f0
@line:51    Cycle @133.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @133.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @133.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @134.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @134.00: [Executor]	EX: Bypass rs1 from RegFile=0x1f
@line:206   Cycle @134.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @134.00: [Executor]	EX: Result=0x20
@line:48    Cycle @134.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @134.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @134.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @134.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @135.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @135.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x20
@line:248   Cycle @135.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @135.00: [Executor]	EX: Result=0xffffffbb
@line:14939 Cycle @135.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @135.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @135.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @135.00: [WB]	WB: x10 <= 0x1f0
@line:51    Cycle @135.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @135.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @135.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @136.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @136.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @136.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @136.00: [Executor]	EX: Result=0x65
@line:48    Cycle @136.00: [WB]	WB: x15 <= 0x20
@line:51    Cycle @136.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @136.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @136.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @137.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @137.00: [Executor]	EX: Bypass rs1 from RegFile=0x1f0
@line:248   Cycle @137.00: [Executor]	EX: Bypass rs2 from WB=0x20
@line:14711 Cycle @137.00: [Executor]	EX: Result=0x210
@line:51    Cycle @137.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @137.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @137.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @138.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @138.00: [Executor]	EX: Bypass rs1 from RegFile=0x20
@line:206   Cycle @138.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @138.00: [Executor]	EX: Result=0x21
@line:48    Cycle @138.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @138.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @138.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @138.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @139.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @139.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x21
@line:248   Cycle @139.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @139.00: [Executor]	EX: Result=0xffffffbc
@line:14939 Cycle @139.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @139.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @139.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @139.00: [WB]	WB: x10 <= 0x210
@line:51    Cycle @139.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @139.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @139.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @140.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @140.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @140.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @140.00: [Executor]	EX: Result=0x65
@line:48    Cycle @140.00: [WB]	WB: x15 <= 0x21
@line:51    Cycle @140.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @140.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @140.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @141.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @141.00: [Executor]	EX: Bypass rs1 from RegFile=0x210
@line:248   Cycle @141.00: [Executor]	EX: Bypass rs2 from WB=0x21
@line:14711 Cycle @141.00: [Executor]	EX: Result=0x231
@line:51    Cycle @141.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @141.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @141.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @142.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @142.00: [Executor]	EX: Bypass rs1 from RegFile=0x21
@line:206   Cycle @142.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @142.00: [Executor]	EX: Result=0x22
@line:48    Cycle @142.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @142.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @142.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @142.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @143.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @143.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x22
@line:248   Cycle @143.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @143.00: [Executor]	EX: Result=0xffffffbd
@line:14939 Cycle @143.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @143.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @143.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @143.00: [WB]	WB: x10 <= 0x231
@line:51    Cycle @143.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @143.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @143.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @144.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @144.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @144.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @144.00: [Executor]	EX: Result=0x65
@line:48    Cycle @144.00: [WB]	WB: x15 <= 0x22
@line:51    Cycle @144.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @144.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @144.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @145.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @145.00: [Executor]	EX: Bypass rs1 from RegFile=0x231
@line:248   Cycle @145.00: [Executor]	EX: Bypass rs2 from WB=0x22
@line:14711 Cycle @145.00: [Executor]	EX: Result=0x253
@line:51    Cycle @145.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @145.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @145.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @146.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @146.00: [Executor]	EX: Bypass rs1 from RegFile=0x22
@line:206   Cycle @146.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @146.00: [Executor]	EX: Result=0x23
@line:48    Cycle @146.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @146.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @146.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @146.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @147.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @147.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x23
@line:248   Cycle @147.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @147.00: [Executor]	EX: Result=0xffffffbe
@line:14939 Cycle @147.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @147.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @147.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @147.00: [WB]	WB: x10 <= 0x253
@line:51    Cycle @147.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @147.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @147.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @148.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @148.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @148.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @148.00: [Executor]	EX: Result=0x65
@line:48    Cycle @148.00: [WB]	WB: x15 <= 0x23
@line:51    Cycle @148.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @148.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @148.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @149.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @149.00: [Executor]	EX: Bypass rs1 from RegFile=0x253
@line:248   Cycle @149.00: [Executor]	EX: Bypass rs2 from WB=0x23
@line:14711 Cycle @149.00: [Executor]	EX: Result=0x276
@line:51    Cycle @149.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @149.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @149.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @150.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @150.00: [Executor]	EX: Bypass rs1 from RegFile=0x23
@line:206   Cycle @150.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @150.00: [Executor]	EX: Result=0x24
@line:48    Cycle @150.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @150.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @150.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @150.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @151.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @151.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x24
@line:248   Cycle @151.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @151.00: [Executor]	EX: Result=0xffffffbf
@line:14939 Cycle @151.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @151.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @151.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @151.00: [WB]	WB: x10 <= 0x276
@line:51    Cycle @151.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @151.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @151.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @152.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @152.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @152.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @152.00: [Executor]	EX: Result=0x65
@line:48    Cycle @152.00: [WB]	WB: x15 <= 0x24
@line:51    Cycle @152.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @152.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @152.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @153.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @153.00: [Executor]	EX: Bypass rs1 from RegFile=0x276
@line:248   Cycle @153.00: [Executor]	EX: Bypass rs2 from WB=0x24
@line:14711 Cycle @153.00: [Executor]	EX: Result=0x29a
@line:51    Cycle @153.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @153.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @153.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @154.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @154.00: [Executor]	EX: Bypass rs1 from RegFile=0x24
@line:206   Cycle @154.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @154.00: [Executor]	EX: Result=0x25
@line:48    Cycle @154.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @154.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @154.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @154.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @155.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @155.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x25
@line:248   Cycle @155.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @155.00: [Executor]	EX: Result=0xffffffc0
@line:14939 Cycle @155.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @155.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @155.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @155.00: [WB]	WB: x10 <= 0x29a
@line:51    Cycle @155.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @155.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @155.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @156.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @156.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @156.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
